IPPR,MAD
5621170,0.03225806451612903
4721499,0.0
1321947,0.08695652173913043
8421975,0.0
6522097,0.0
6222995,0.020833333333333332
7923066,0.0070921985815602835
123068,0.013157894736842105
423099,0.0
4223122,0.0
6224449,0.02702702702702703
1125742,0.0
8126778,0.0
3926823,0.022222222222222223
4427124,0.024691358024691357
3327211,0.04460966542750929
1527340,0.018018018018018018
8927361,0.05249343832020997
9827462,0.018518518518518517
1827814,0.05333333333333334
9128627,0.035398230088495575
1330241,0.02857142857142857
1630810,0.031746031746031744
5631338,0.02040816326530612
4331589,0.0
5232052,0.02857142857142857
5332080,0.03676470588235294
5432117,0.016129032258064516
7633990,0.007999999999999972
6334236,0.07272727272727272
9535022,0.0
8235543,0.023255813953488372
3235577,0.0
1035761,0.007017543859649123
236079,0.027777777777777776
9636421,0.021201413427561835
3136540,0.03007518796992481
1037027,0.029411764705882353
2637108,0.013029315960912053
9637566,0.0
1037582,0.008928571428571428
1838164,0.02197802197802198
9938592,0.10309278350515463
2638647,0.023529411764705882
4339004,0.06428571428571428
1139788,0.05063291139240506
7239813,0.008733624454148471
5040028,0.006249999999999978
5540031,0.03225806451612903
8940267,0.023076923076923078
9440305,0.0
1140353,0.01302183071620071
6240371,0.014925373134328358
3040396,0.18725868725868727
240568,0.014184397163120567
3141352,0.06984126984126984
741640,0.02586206896551724
4242198,0.05373134328358209
9542205,0.01829268292682927
8142359,0.08620689655172414
7043348,0.0
5043409,0.03488372093023256
2143429,0.02631578947368421
2743900,0.01929260450160772
6244144,0.0
4544627,0.017699115044247787
8944790,0.006329113924050633
2544825,0.03571428571428571
3945016,0.02531645569620253
3045095,0.027777777777777776
7745106,0.07317073170731708
3045140,0.01694915254237288
6645961,0.02702702702702703
8547159,0.022255192878338277
7347341,0.0
4147669,0.01
6747743,0.007575757575757576
2648248,0.01818181818181818
448257,0.015384615384615385
5748316,0.011363636363636364
5048343,0.024691358024691357
5048413,0.0
4548538,0.020833333333333332
748776,0.0
9049167,0.04316546762589928
1349505,0.0
2450249,0.006578947368421052
4550369,0.0702479338842975
5751279,0.026666666666666665
8651406,0.028846153846153844
51542,0.0
9251739,0.042105263157894736
9651748,0.0
5152336,0.023529411764705882
2852478,0.05603448275862069
4052802,0.024193548387096774
7252988,0.01904761904761905
3953136,0.023529411764705882
3654627,0.018750000000000003
4054802,0.0
8354814,0.0
7457411,0.0
5357448,0.019801980198019802
657634,0.0
3958537,0.0
8959746,0.07792207792207792
1159800,0.0
6760752,0.033783783783783786
6360778,0.0
4460790,0.01818181818181818
3960814,0.0
3762000,0.0
1262122,0.06451612903225806
7162167,0.037267080745341616
6862675,0.0
3064764,0.0
1965003,0.015267175572519083
4266586,0.03409090909090909
9567390,0.0
2667442,0.040268456375838924
667503,0.06666666666666667
7467566,0.014598540145985401
1067594,0.021052631578947368
1667980,0.00516795865633075
9268739,0.0
1768917,0.014705882352941176
6469041,0.09137931034482753
7169194,0.006230529595015576
3569508,0.02531645569620253
6869990,0.0
7970038,0.02027027027027027
9970060,0.014925373134328358
8870093,0.0
8370334,0.014925373134328358
3370991,0.023809523809523808
3771228,0.0
371761,0.017699115044247787
4872180,0.015384615384615385
2372279,0.008928571428571428
7572527,0.04405286343612335
6272706,0.02702702702702703
6672840,0.007336757153338224
673211,0.019230769230769232
4573414,0.0
6674281,0.08974358974358974
9374666,0.0
775112,0.0
3475397,0.01941747572815534
9975445,0.0
8975547,0.07773851590106007
6675612,0.017241379310344827
4677036,0.01904761904761905
6477041,0.05357142857142857
4977229,0.0
7977394,0.0
877764,0.0
3377856,0.0
4978932,0.0517503805175038
7179659,0.0
2579978,0.0
8680305,0.0
6080612,0.0
980652,0.049019607843137254
780724,0.0
5281311,0.0
7681405,0.006944444444444444
581457,0.03571428571428571
2081467,0.020942408376963352
8081778,0.00881057268722467
9681812,0.0
5581900,0.0
3982123,0.012738853503184714
9682148,0.010344827586206896
8883195,0.0
983929,0.05523809523809522
9583946,0.11470588235294119
6984064,0.07017543859649122
1484086,0.015113350125944584
5784200,0.03571428571428571
5384413,0.06956521739130435
3384452,0.0070921985815602835
1485262,0.0
7085605,0.006349206349206349
5486413,0.02531645569620253
3629,0.0
7875,0.0
70133,0.032599837000814993
24190,0.041666666666666664
61194,0.03347280334728033
39205,0.011428571428571429
24226,0.012422360248447204
88276,0.03389830508474576
46312,0.05013927576601671
30320,0.034482758620689655
83330,0.0
8355,0.0
86466,0.0
33478,0.03571428571428571
21502,0.022727272727272728
9510,0.029850746268656716
45516,0.017574692442882248
6520,0.015384615384615385
79548,0.0
58554,0.0
44557,0.01818181818181818
34581,0.013333333333333334
31587,0.0
21612,0.016260162601626018
5620,0.02234636871508372
34667,0.03488372093023256
27710,0.04938271604938272
971018,0.024390243902439025
811164,0.08239700374531836
311304,0.01694915254237288
971310,0.0
951345,0.0125
131394,0.034482758620689655
571459,0.017699115044247787
651467,0.0
481492,0.05714285714285715
71509,0.0
882009,0.0
742010,0.05263157894736842
142012,0.008695652173913044
532019,0.006968641114982578
462034,0.0625
442038,0.016129032258064516
2211,0.046511627906976744
252267,0.02631578947368421
602277,0.0
832500,0.035398230088495575
432730,0.011594202898550725
982782,0.005813953488372093
522979,0.0
192980,0.0
242983,0.0
182989,0.0
933001,0.02040816326530612
23012,0.006666666666666667
113032,0.0
373127,0.0196078431372549
293332,0.031496062992125984
103468,0.00784313725490196
963499,0.040114613180515755
73505,0.022222222222222223
933597,0.02727272727272727
523618,0.016666666666666666
83683,0.0
213694,0.0
144064,0.011111111111111112
644139,0.0851063829787234
454173,0.025677603423680417
674333,0.010380622837370242
694433,0.033707865168539325
554447,0.020202020202020204
704504,0.016
454559,0.02127659574468085
524620,0.0
564674,0.03888888888888889
914729,0.0
284817,0.0
514834,0.03225806451612903
515027,0.016853932584269662
675353,0.03389830508474576
105593,0.0590717299578059
615599,0.0
105733,0.020761245674740483
485827,0.046153846153846156
695837,0.061068702290076333
815842,0.0
306016,0.02112676056338028
646049,0.0
617102,0.0
417188,0.034782608695652174
787383,0.0
288023,0.03571428571428571
938743,0.0036231884057971015
369159,0.12154696132596685
839285,0.0
4310045,0.0
7410047,0.014705882352941176
4410058,0.013333333333333334
7610059,0.09090909090909091
2510455,0.04225352112676056
510493,0.043750000000000004
4210504,0.0
3910721,0.0
911411,0.0
1411814,0.013333333333333334
211850,0.0091324200913242
1314084,0.0
3714387,0.0
4115738,0.03389830508474576
5215763,0.0
1815816,0.016260162601626018
1415901,0.0
3416027,0.0
4916400,0.009302325581395349
6316409,0.049019607843137254
7316771,0.014084507042253521
4617864,0.043859649122807015
9318561,0.0
8518643,0.03896103896103896
6918951,0.04666666666666667
9619257,0.011627906976744186
9219559,0.04
8619869,0.014705882352941176
7920642,0.0196078431372549
9621067,0.050632911392405056
1121180,0.008130081300813009
1321373,0.0
1521464,0.0
522130,0.0
7922257,0.0
8922375,0.025806451612903226
4422909,0.0
6023052,0.006349206349206349
7223056,0.0
8423069,0.029411764705882353
8923322,0.0
8623558,0.0
823608,0.028368794326241134
9725081,0.012195121951219513
2625153,0.0
5925935,0.0971428571428571
8226052,0.07407407407407407
826531,0.0
6226592,0.016129032258064516
6026655,0.0
5327757,0.01532567049808429
127838,0.0
8929319,0.046875
9629545,0.02127659574468085
5930746,0.04081632653061224
5730937,0.013888888888888888
2531285,0.029598308668076112
931351,0.009900990099009901
5731354,0.02881844380403458
7031526,0.01092896174863388
6431758,0.024390243902439025
9631903,0.0
8432934,0.0
8233730,0.0
5034213,0.0
4134364,0.02127659574468085
3234558,0.01694915254237288
7735142,0.0
8435165,0.0
8535213,0.01818181818181812
5035573,0.0
835829,0.028268551236749116
9036109,0.014814814814814815
9837154,0.0
637670,0.018518518518518517
7937799,0.0
1238468,0.0
4639921,0.02040816326530612
1040784,0.045454545454545456
8440826,0.016129032258064516
1340846,0.028169014084507043
2141933,0.0813008130081301
6842653,0.07142857142857142
642826,0.0
4642977,0.020833333333333332
3143166,0.0
843401,0.023076923076923078
4544221,0.08259587020648967
6744553,0.048
644898,0.0
7245270,0.0
6545755,0.0
4345765,0.0
7745798,0.0
5446200,0.017241379310344827
2846226,0.0
1247169,0.0
8348030,0.009433962264150943
4148291,0.058394160583941604
5948786,0.014285714285714285
1049309,0.006289308176100629
1849352,0.0
2149509,0.03508771929824561
3749560,0.025974025974025976
1949579,0.01092896174863388
4649707,0.014925373134328358
2249876,0.0091324200913242
5949965,0.08264462809917356
1750162,0.0
9251148,0.023809523809523808
951202,0.0
3351535,0.04854368932038834
1451556,0.03000000000000002
1951630,0.013333333333333334
2251820,0.01829268292682927
753285,0.0
2853311,0.0
7853427,0.029411764705882353
9355274,0.015384615384615385
155297,0.07575757575757576
7955354,0.016129032258064516
1055905,0.0
6555926,0.005277044854881266
2055951,0.014925373134328358
756662,0.010869565217391304
6956772,0.0
8956880,0.0
6956976,0.0
4657083,0.028169014084507043
9957451,0.047619047619047616
2957604,0.03773584905660381
6258548,0.030303030303030304
3558588,0.016129032258064516
8858729,0.0
3159735,0.0
5260269,0.024691358024691357
860972,0.0
2961238,0.0
5361603,0.0
1861876,0.01694915254237288
1162610,0.0
1962858,0.0
262909,0.0
2462981,0.03293413173652695
1863300,0.099644128113879
2863806,0.014925373134328358
4564076,0.020833333333333332
664929,0.042119565217391235
6365083,0.0
2366369,0.0125
2867082,0.0
3167273,0.15873015873015872
9767612,0.0423728813559322
2567667,0.024390243902439025
8867989,0.0
9268639,0.013333333333333334
7268713,0.0
1668842,0.0
5469081,0.0
2669108,0.0030441400304414
669240,0.032520325203252036
8369286,0.0
6670490,0.018433179723502304
1270517,0.015673981191222573
5670675,0.0
2770725,0.005698005698005698
2470849,0.014388489208633094
7370929,0.03225806451612903
6671112,0.0
3371136,0.0
1971474,0.0
9471528,0.0
7571639,0.0
9171722,0.0
6071774,0.0
9271858,0.0
5872121,0.0
7772123,0.05172413793103448
8772203,0.06525285481239805
2072296,0.02888086642599278
9172319,0.015424164524421594
4772555,0.03571428571428571
6172802,0.013888888888888888
3572997,0.019607843137254836
3873030,0.0
9273178,0.03940886699507389
2773276,0.06756756756756757
6673297,0.01892744479495268
5573407,0.016129032258064516
5073487,0.06923076923076923
1374113,0.0
8074140,0.0
5974636,0.0471976401179941
5474689,0.0
1674825,0.012195121951219513
1875263,0.013432835820895501
7475316,0.017543859649122806
1875479,0.03571428571428571
3575601,0.16129032258064516
75652,0.02564102564102564
3275665,0.01639344262295082
8476083,0.008928571428571428
1276093,0.043749999999999956
476490,0.11922503725782416
5576546,0.0
7077087,0.0
8277261,0.0
8977378,0.006042296072507553
3877391,0.02962962962962963
4477572,0.024096385542168672
7477585,0.03389830508474576
5177595,0.0
7177662,0.01532567049808429
7977939,0.013888888888888888
1677986,0.0
6678202,0.0
1278391,0.02727272727272727
7278599,0.014492753623188406
2978759,0.0
4678886,0.04938271604938272
5579053,0.023809523809523808
3379083,0.018779342723004695
8179247,0.028089887640449437
6980027,0.14444444444444446
7880059,0.024242424242424242
8080077,0.041666666666666664
3680127,0.0
9380189,0.01754385964912282
4380321,0.0
5080705,0.01639344262295082
3980730,0.007462686567164179
4981073,0.016666666666666666
6581565,0.17054263565891473
7581616,0.0
7081709,0.006779661016949152
981744,0.02030456852791878
8981776,0.03389830508474576
1881967,0.0
7682221,0.0
8182455,0.2777777777777778
4482879,0.006269592476489028
282918,0.0
8383681,0.0
1483840,0.0
2484160,0.010752688172043012
2584267,0.0
7084293,0.019230769230769232
4284530,0.030959752321981428
7784555,0.0
2284631,0.0
7184790,0.0
885074,0.0
845,0.0
6249,0.012658227848101266
7571,0.0
30104,0.017543859649122806
97114,0.015384615384615385
68132,0.0
51146,0.0
66150,0.0
14176,0.0
74188,0.0136986301369863
79208,0.0
56241,0.0
88246,0.02142857142857143
11270,0.0
35329,0.0
75336,0.015151515151515152
2346,0.018867924528301886
62348,0.04
94353,0.0
65359,0.030303030303030304
78367,0.0625
77407,0.012738853503184714
1517,0.0
57521,0.0594059405940594
80523,0.005376344086021506
96525,0.012345679012345678
9531,0.0
74537,0.022304832713754646
80572,0.06666666666666667
47586,0.05333333333333334
60594,0.038834951456310676
16674,0.0
74696,0.0
13699,0.016666666666666666
53709,0.08823529411764705
46712,0.11666666666666667
90724,0.015873015873015872
90771,0.04838709677419355
5774,0.0
991080,0.012195121951219513
431136,0.01532567049808429
941146,0.0
811206,0.006944444444444444
821249,0.004166666666666667
851385,0.037500000000000006
181412,0.0
981430,0.03636363636363636
341457,0.0
881539,0.03076923076923077
471583,0.07500000000000001
351607,0.0
331655,0.0
21710,0.012658227848101266
811845,0.04105571847507331
162218,0.0
532260,0.03333333333333333
402359,0.0
782366,0.0
2486,0.0
672543,0.03278688524590164
692669,0.025974025974025976
282690,0.007692307692307693
462701,0.0
932806,0.0
492949,0.0
392968,0.0
832977,0.0
943101,0.014388489208633094
333133,0.0
523276,0.04838709677419355
613281,0.015625
863297,0.0
213305,0.016129032258064516
853352,0.07547169811320754
103450,0.028169014084507043
473551,0.012345679012345678
663605,0.041666666666666664
64697,0.0
824733,0.08433734939759037
254841,0.0
24871,0.013513513513513514
244873,0.03488372093023256
184879,0.023809523809523808
144891,0.03278688524590164
524906,0.0
264910,0.012269938650306749
444913,0.029411764705882353
164939,0.00796812749003984
694941,0.0
684944,0.018867924528301886
395071,0.022222222222222223
185110,0.0
255120,0.017094017094017096
245321,0.0547945205479452
405328,0.026666666666666665
855390,0.0
285433,0.01904761904761905
825480,0.0
775602,0.019230769230769232
315693,0.03205128205128205
335722,0.02
95747,0.004608294930875576
385760,0.0
485965,0.0
275976,0.0
805983,0.0
165996,0.024464831804281346
876099,0.0
178136,0.01762114537444934
478344,0.014760147601476014
288428,0.0
158575,0.0
368770,0.10526315789473684
299992,0.0
5310417,0.04081632653061224
710446,0.0
2410489,0.05198776758409786
5210633,0.029411764705882353
6610691,0.0
3310708,0.02127659574468085
1710750,0.031746031746031744
8010789,0.007067137809187279
5411543,0.04311377245508984
3512276,0.023229674035219142
5112286,0.034482758620689655
6712541,0.0
2212613,0.023668639053254437
1312865,0.018018018018018018
3213247,0.14912280701754388
8413517,0.0
5614048,0.017804154302670624
4314253,0.016129032258064516
14305,0.02040816326530612
4914469,0.0
3414715,0.0
9514831,0.017241379310344827
915012,0.03333333333333333
7915218,0.2313253012048193
2815351,0.008771929824561403
8915410,0.005571030640668524
3815848,0.06382978723404255
2616012,0.012578616352201259
4316887,0.037500000000000006
2917555,0.03076923076923077
8718043,0.04065040650406505
818052,0.025423728813559324
2018066,0.034482758620689655
4218259,0.0
5018443,0.0
8318600,0.05555555555555556
818670,0.02
1018698,0.0
9418814,0.07017543859649122
7618909,0.01904761904761905
8419080,0.03125
5919480,0.0
4120809,0.09999999999999999
6620983,0.0
9521075,0.0
4221116,0.0
2121412,0.056338028169014086
7021858,0.05681818181818182
7021870,0.04838709677419355
8921946,0.0759493670886076
8222105,0.06722689075630252
4422359,0.0202020202020202
5322617,0.0
9922793,0.03278688524590164
6823682,0.0
2324066,0.0
6824089,0.006329113924050633
8924148,0.016666666666666666
3425595,0.031914893617021274
3925621,0.0
6025867,0.014285714285714285
2926220,0.008849557522123894
5726328,0.06896551724137931
5226745,0.05517241379310345
726833,0.03676470588235294
7527661,0.0
8828419,0.0
2528607,0.04464285714285714
3928839,0.07272727272727272
3428861,0.014285714285714285
929058,0.0
4129180,0.0
4629198,0.0
1729249,0.0365296803652968
6429268,0.015267175572519083
2229276,0.006779661016949152
2929369,0.020833333333333332
5929402,0.006172839506172839
6529438,0.0
6530158,0.01694915254237288
1630275,0.00796812749003984
2530305,0.013888888888888888
1232359,0.0
8632514,0.014705882352941176
1632684,0.024
2132696,0.0353356890459364
2133829,0.015503875968992248
9034266,0.0
3034286,0.11538461538461539
3034297,0.006600660066006601
1034759,0.05084745762711865
8234772,0.0
5334855,0.014705882352941176
6337562,0.041666666666666664
3137580,0.0
7837710,0.0034542314335060447
4037895,0.014705882352941176
1738048,0.019417475728155338
7038051,0.0
1838314,0.02
5538360,0.015748031496062992
2438762,0.02962962962962963
9139219,0.0
7840094,0.012658227848101266
6040270,0.0064516129032258064
1840467,0.0136986301369863
3540522,0.0
2340702,0.0
1740895,0.021897810218978103
1441360,0.14925373134328357
2741919,0.0
1142289,0.0
342407,0.12658227848101267
8242955,0.037500000000000006
3943380,0.0
6943395,0.05172413793103448
2343587,0.0
2743806,0.0
143812,0.0
9944236,0.0111731843575419
2744325,0.06557377049180328
7744431,0.0
8244487,0.02
4444552,0.0
144833,0.014925373134328358
2646298,0.016597510373443983
2146492,0.015867291741795807
5946688,0.02849002849002849
9246812,0.043795620437956206
9046981,0.02054794520547945
6347126,0.04145077720207254
5347210,0.007168458781362007
3847314,0.0
4148239,0.011834319526627219
2548603,0.014598540145985401
5748624,0.0
7648641,0.008048289738430584
3448839,0.023809523809523808
8549125,0.0
1849151,0.02247191011235955
4149840,0.036036036036036036
4549958,0.0
2250017,0.013333333333333334
2250198,0.0
5351214,0.0
1651888,0.008771929824561403
1752148,0.06349206349206349
5853045,0.05263157894736842
2353073,0.0
9553329,0.0
153344,0.05
1053572,0.0
7854429,0.02099737532808399
655273,0.0
5055434,0.0
7055500,0.05454545454545454
55531,0.0
555688,0.059574468085106386
3655792,0.04591836734693877
4255816,0.03125
3355964,0.030612244897959183
5055981,0.029411764705882353
2657397,0.0
3757616,0.007677543186180422
7057693,0.005176876617773894
3557703,0.013157894736842105
3357973,0.0
8258060,0.0
3358092,0.014492753623188406
7058415,0.09883720930232558
5658713,0.045454545454545456
4258803,0.0
2358874,0.0
3558887,0.01892744479495268
5258999,0.014285714285714285
3359201,0.02
8759759,0.0
1760126,0.0
1360826,0.0
2361040,0.09333333333333334
861194,0.0
8261225,0.005434782608695652
3761532,0.0
7761601,0.07042253521126761
5261792,0.013385826771653566
4462099,0.0
5362231,0.03105590062111801
3663277,0.0
5963631,0.015503875968992248
5063737,0.04305705059203434
1863900,0.018518518518518517
3763905,0.026200873362445413
364673,0.016597510373443983
6864796,0.0
7364842,0.007692307692307693
7865303,0.0
5165349,0.0
2865632,0.0425531914893617
9665688,0.05917159763313609
4465898,0.00823045267489712
5465967,0.0
6666161,0.01834862385321101
66906,0.014492753623188406
7067180,0.01990049751243781
3067262,0.0
2867271,0.008010680907877188
1667304,0.0
9667737,0.013585638039786565
767766,0.04838709677419355
5968030,0.0
6968043,0.0
5768718,0.23636363636363636
2368819,0.012987012987012988
3269126,0.02666666666666667
469325,0.015873015873015872
7669480,0.021052631578947368
8869560,0.03289473684210526
6269697,0.044117647058823525
7569780,0.0
8670185,0.006430868167202572
570504,0.013605442176870748
2370730,0.0
570750,0.017699115044247787
1772058,0.015384615384615385
5772064,0.10714285714285714
4172154,0.02857142857142857
6572189,0.0
5872230,0.0
5072247,0.0058823529411764705
9772569,0.02575107296137339
4872697,0.0
4072725,0.015037593984962419
7872797,0.0
4772853,0.047619047619047616
3272896,0.07213114754098358
3372969,0.017857142857142856
8373218,0.0234375
1173488,0.022988505747126436
8873503,0.017857142857142856
5473581,0.08125
3273970,0.01639344262295082
5674271,0.0
8474337,0.014492753623188406
7874406,0.0
6774459,0.09259259259259259
5874515,0.010526315789473646
9374858,0.007142857142857143
3875278,0.011235955056179775
5875956,0.0
4576206,0.08208955223880593
4376385,0.006514657980456026
1676912,0.011204481792717087
9777380,0.0
3777472,0.04289544235924933
6277523,0.0
6578033,0.005249343832020997
3078059,0.034482758620689655
7578063,0.024242424242424242
1278176,0.03076923076923077
2478726,0.03125
3178823,0.0
3978897,0.06722689075630252
5579003,0.021739130434782608
279060,0.0
6479110,0.0
3479130,0.00796812749003984
3379334,0.0
8279387,0.0
9679424,0.0
4079686,0.015873015873015872
6280207,0.01
180320,0.0
9480776,0.02631578947368421
2880788,0.022988505747126436
8480800,0.05947955390334572
3380905,0.035842293906810034
8581515,0.014492753623188406
9381612,0.011299435028248588
8881647,0.0
981795,0.0
8681849,0.0
5481903,0.0
7982077,0.02867383512544803
4982105,0.0
8282503,0.0
6082938,0.006269592476489028
5582976,0.006993006993006993
4283125,0.10126582278481013
8083289,0.0
6183500,0.0
9083556,0.0
1184036,0.0
4884052,0.05714285714285714
87837,0.013114754098360656
79929,0.006779661016949128
10979,0.017857142857142856
78985,0.01639344262295082
621025,0.018867924528301886
681628,0.03416149068322985
41682,0.017436791630340016
251694,0.0
301699,0.046242774566473986
721722,0.00966183574879227
181727,0.0
961732,0.0
321777,0.02427184466019417
381805,0.04281345565749235
411817,0.0
681835,0.11449016100178891
971858,0.03529411764705882
841862,0.014388489208633093
511873,0.0
291928,0.08870967741935484
731941,0.010869565217391304
471945,0.011111111111111112
831955,0.036036036036036036
121966,0.0821917808219178
961968,0.03529411764705882
891969,0.029850746268656716
911971,0.0
741978,0.015748031496062992
271982,0.035164835164835165
851988,0.01834862385321101
231989,0.016666666666666666
141990,0.00847457627118644
612213,0.021505376344086023
812268,0.015384615384615385
252445,0.0
42630,0.04823151125401929
532706,0.05357142857142857
412713,0.05194805194805195
442756,0.025
832854,0.0
712944,0.0
123029,0.07048458149779736
933065,0.0
643142,0.027777777777777776
253236,0.008368200836820083
913318,0.04430379746835443
863325,0.022727272727272728
493428,0.03636363636363636
563480,0.075
753578,0.015873015873015872
993695,0.01694915254237288
623733,0.0
403770,0.0
393795,0.015151515151515152
693988,0.03313253012048193
363990,0.03225806451612903
424013,0.0
914021,0.0
384025,0.0
814129,0.008928571428571428
554141,0.07854984894259819
754181,0.0
264196,0.0
684216,0.0
524303,0.016666666666666666
324411,0.016666666666666666
354446,0.01694915254237288
754490,0.03180914512922465
764521,0.007547169811320755
364581,0.029850746268656716
384655,0.013888888888888888
234671,0.0
865255,0.0
535304,0.041666666666666664
555591,0.0
915627,0.0
855635,0.0547945205479452
65660,0.0
585692,0.05
465844,0.022099447513812154
495868,0.05357142857142857
715895,0.0125
325909,0.0
735941,0.0
216064,0.017937219730941704
576083,0.043478260869565216
826158,0.024096385542168672
46188,0.08750000000000001
406214,0.005571030640668524
106384,0.0
366961,0.04081632653061224
817348,0.06134969325153374
907456,0.0
947504,0.02247191011235955
357643,0.027210884353741496
87669,0.03896103896103896
667684,0.019672131147540982
637745,0.0
247801,0.02
878101,0.04736842105263158
318161,0.03225806451612903
908399,0.0
588622,0.0
498772,0.0
278913,0.0
329133,0.01639344262295082
759158,0.005319148936170213
219418,0.010416666666666666
5510164,0.0
6210361,0.029411764705882353
6910593,0.013333333333333334
7110944,0.0
1610956,0.0
4111223,0.029411764705882353
4511473,0.0
8112374,0.02830188679245283
7012781,0.011111111111111112
1413656,0.015748031496062992
7313733,0.0
4915487,0.057692307692307696
4016265,0.0
7116825,0.013333333333333334
8316840,0.014336917562724014
8617335,0.013888888888888888
9717690,0.03515625
3017717,0.037383177570093455
9717787,0.012195121951219513
117842,0.05
4818170,0.016260162601626018
1218280,0.0
9819205,0.0
519731,0.0
7719768,0.019417475728155338
2019789,0.0
2820106,0.0392156862745098
1420217,0.007352941176470588
7820318,0.05128205128205128
2120603,0.0
8420834,0.017241379310344827
5020882,0.0
3421272,0.0
6021346,0.012658227848101266
8821366,0.0
8321633,0.0
2921692,0.0
121716,0.05
5322024,0.04310344827586207
4422200,0.03773584905660377
8822248,0.0
4322776,0.023255813953488372
4923080,0.09722222222222221
4823191,0.015384615384615385
6423407,0.0
5023419,0.3333333333333333
8123764,0.0
9023818,0.22352941176470587
5524052,0.02
7524104,0.021505376344086023
4724123,0.012269938650306749
6924524,0.0
7624628,0.008097165991902834
8425592,0.0
5425643,0.0
5025808,0.04430379746835443
3426335,0.0
2026414,0.013422818791946308
8026540,0.017543859649122806
6826776,0.0
4026853,0.03614457831325302
7726979,0.023255813953488372
6027132,0.03969465648854964
827153,0.07308970099667775
2327187,0.0
8927667,0.0
3828272,0.037037037037037035
1328650,0.03571428571428571
6930585,0.0
4631121,0.014625228519195612
6431344,0.024242424242424242
1731579,0.05025125628140704
531674,0.04938271604938271
9132298,0.0
6332385,0.0
9532582,0.014388489208633094
732694,0.0
4232869,0.08928571428571427
6832944,0.014814814814814815
8732984,0.014678899082568808
834274,0.0
5634305,0.05
1534780,0.06153846153846154
9434996,0.09782608695652169
1335552,0.01639344262295082
8635562,0.0
3735623,0.052000000000000005
6035881,0.0
2735959,0.0
336365,0.0
5236800,0.013888888888888888
7136814,0.0
7237223,0.0
8337537,0.0
2937672,0.0
937901,0.0
7737947,0.0
9638133,0.03571428571428571
2438228,0.0038910505836575876
838294,0.043333333333333356
6838336,0.0
7638389,0.01694915254237288
5538426,0.017699115044247787
3438550,0.006666666666666667
7938658,0.0
3840025,0.0
640038,0.0
4040559,0.0
7040680,0.006472491909385114
2640732,0.0379746835443038
7841207,0.0
2141924,0.0
7741993,0.05357142857142857
7242106,0.006493506493506494
8942145,0.0
2542277,0.0
9442362,0.0
9042494,0.022653721682847898
343643,0.0
1843664,0.0
5443717,0.00975609756097561
9943835,0.017241379310344827
1744031,0.0
9944180,0.0
9944742,0.0
9845020,0.02976190476190476
7945572,0.0
3745637,0.011834319526627219
3446013,0.017857142857142856
1546303,0.0
6546449,0.0
6246482,0.0
5846540,0.0
3346655,0.0
6646905,0.0
2146914,0.02564102564102564
847507,0.02702702702702703
4547659,0.0
5748327,0.0
